event_key,legacy_event_id,year,event_name,event_slug,start_date,end_date,city,region,country,host_club,status,notes,source
2006_german,,2006,German Footbag Championships 2006,2006_german,2006-12-16,2006-12-17,Berlin,,Germany,FC Footstar Berlin e.V.,completed,,MIRROR|POST1997
2006_hack_ski_sack,,2006,Hack Ski Sack,2006_hack_ski_sack,2006-04-01,2006-04-08,Chambéry,Auvergne-Rhône-Alpes,France,Rien N'est Hacky - RNH Footbag,completed,,MIRROR|POST1997
2006_springjam,,2006,Montreal Spring Jam,2006_springjam,2006-06-03,2006-06-04,Montreal,Quebec,Canada,,completed,,MIRROR|POST1997
2006_beaver_open,,2006,Moonin' & Noonin' Beaver Open Post Turkey Day Blues Footbag Golf!,2006_beaver_open,2006-11-25,2006-11-25,West Linn,Oregon,United States,NPR,completed,,MIRROR|POST1997
2006_new_years,,2006,New Year's Jam 2006,2006_new_years,2006-12-28,2006-12-30,Chicago,Illinois,United States,MIDWEST FOOTBAG ASSOCIATION,completed,,MIRROR|POST1997
2006_rnh_contest,,2006,RNH Contest 2006,2006_rnh_contest,2006-02-04,2006-02-05,Paris,Île-de-France,France,Rien N'est Hacky - RNH Footbag,completed,,MIRROR|POST1997
2006_santa_cruz_invitational,,2006,Santa Cruz Invitational,2006_santa_cruz_invitational,2006-06-10,2006-06-11,Santa Cruz,California,United States,Santa Cruz Footbag Club,completed,,MIRROR|POST1997
2006_southeastern_4_square,,2006,Southeastern 4-Square Championship,2006_southeastern_4_square,2006-12-02,2006-12-02,Chattanooga,Tennessee,United States,River City Footbag,completed,,MIRROR|POST1997
2006_swedish,,2006,Swedish Open Footbag Net,2006_swedish,2006-06-17,2006-06-18,Stockholm,Stockholm County,Sweden,Mañana Footbag Club,completed,,MIRROR|POST1997
2006_hackrifice,,2006,The Hackrifice Open 2006,2006_hackrifice,2006-09-30,2006-10-01,Winnipeg,Manitoba,Canada,Hackrifice,completed,,MIRROR|POST1997
2006_u_s,,2006,U. S. Open Footbag Championships,2006_u_s,2006-08-11,2006-08-13,Portland,Oregon,United States,Sole Purpose,completed,,MIRROR|POST1997
2006_valentines_day_massacre,,2006,Valentines Day Massacre,2006_valentines_day_massacre,2006-02-18,2006-02-18,Murfreesboro,Tennessee,United States,Nashville Kicks,completed,,MIRROR|POST1997
2006_zocha,,2006,Zocha Jam 2006,2006_zocha,2006-12-02,2006-12-03,Wrocław,Lower Silesian,Poland,PSF Polish Footbag Association,completed,,MIRROR|POST1997
2007_07_southeastern,,2007,'07 Southeastern Net Championships,2007_07_southeastern,2007-04-14,2007-04-15,Memphis,Tennessee,United States,Memphis Footworks,completed,,MIRROR|POST1997
2007_nyfa_symposium,,2007,1st Annual NYFA Freestyle Symposium,2007_nyfa_symposium,2007-11-10,2007-11-11,New York,,United States,New York Footbag Association,completed,,MIRROR|POST1997
2007_south_american,,2007,1st South American IFPA Footbag Championships,2007_south_american,2007-10-12,2007-10-15,Medellín,Antioquia,Colombia,Footbag Medellin,completed,,MIRROR|POST1997
2007_worlds_buena_vista,,2007,2007 IFPA WORLD FOOTBAG CHAMPIONSHIPS,2007_worlds_buena_vista,2007-08-11,2007-08-18,Buena Vista,Florida,United States,,completed,,MIRROR|POST1997
2007_montreal,,2007,2007 Montreal Footbag Championships,2007_montreal,2007-07-21,2007-07-22,Montreal,Quebec,Canada,Association Québécoise de Footbag,completed,,MIRROR|POST1997
2007_usopen_portland,,2007,2007 U.S. Open Footbag Championships,2007_usopen_portland,2007-07-06,2007-07-08,Portland,Oregon,United States,Sole Purpose,completed,,MIRROR|POST1997
2007_vancouver,,2007,20th Annual Vancouver Open Net Footbag Tournament,2007_vancouver,2007-07-28,2007-07-29,Vancouver,British Columbia,Canada,Kitsilano Footbag Association,completed,,MIRROR|POST1997
2007_shred_idaho,,2007,3rd Annual Shred Idaho Jam,2007_shred_idaho,2007-09-14,2007-09-16,Boise,Idaho,United States,Northwest Footbag Alliance,completed,,MIRROR|POST1997
2007_new_jersey_spike,,2007,3rd New Jersey Spike and Shred,2007_new_jersey_spike,2007-05-12,2007-05-13,Budd Lake,New Jersey,United States,,completed,,MIRROR|POST1997
2007_jfk,,2007,4th Annual JFK Net Battle,2007_jfk,2007-05-26,2007-05-27,Jyväskylä,Central Finland,Finland,"Jyväskylän Footbag-klubi, JFK",completed,,MIRROR|POST1997
2007_montana,,2007,4th annual Montana Freestyle Jam,2007_montana,2007-04-28,2007-04-29,Missoula,Montana,United States,Missoula Footbag Alliance,completed,,MIRROR|POST1997
2007_footbagjam_warsaw,,2007,5th Annual Wilanow Footbag Open 2007,2007_footbagjam_warsaw,2007-09-29,2007-09-30,Warsaw,Masovian,Poland,,completed,,MIRROR|POST1997
2007_swiss_national,,2007,7th Swiss National Footbag Championship,2007_swiss_national,2007-09-15,2007-09-16,Aarau,Aargau,Switzerland,unBAGrenzt Aarau,no_results,,MIRROR|POST1997
2007_turku,,2007,8th Annual Turku Open,2007_turku,2007-07-07,2007-07-08,Turku,Southwest Finland,Finland,Footcraft,completed,,MIRROR|POST1997
2007_de_france_de,,2007,9e Open de France de Footbag,2007_de_france_de,2007-11-01,2007-11-04,Paris,Île-de-France,France,Rien N'est Hacky - RNH Footbag,completed,,MIRROR|POST1997
2007_eurochamp_vienna,,2007,9th Annual IFPA European Footbag Championships,2007_eurochamp_vienna,2007-07-19,2007-07-22,Vienna,,Austria,Footbag-Vienna,completed,,MIRROR|POST1997
2007_austrian,,2007,Austrian Footbag Championships 2007,2007_austrian,2007-09-07,2007-09-09,Linz,Upper Austria,Austria,gravityfighters Linz,completed,,MIRROR|POST1997
2007_championnats_de_france,,2007,Championnats de France de Footbag,2007_championnats_de_france,2007-06-09,2007-06-10,Carnon-Plage,Occitanie,France,Icarus Footbag,completed,,MIRROR|POST1997
2007_footbagjam_ithaca,,2007,Cornell Footbag Jam 2,2007_footbagjam_ithaca,2007-10-27,2007-10-28,Ithaca,New York,United States,,completed,,MIRROR|POST1997
2007_finnish,,2007,Finnish Footbag Championships 2007,2007_finnish,2007-09-07,2007-09-09,Jyväskylä,Central Finland,Finland,"Jyväskylän Footbag-klubi, JFK",completed,,MIRROR|POST1997
2007_footbagmania_polish,,2007,Footbagmania 3007 - Polish Footbag Championships,2007_footbagmania_polish,2007-08-24,2007-08-26,Kraków,Lesser Poland,Poland,Maniac Footbag Team,completed,,MIRROR|POST1997
2007_funtastik_summer,,2007,Funtastik Summer Classic,2007_funtastik_summer,2007-09-01,2007-09-03,Harrisburg,Pennsylvania,United States,,completed,,MIRROR|POST1997
2007_german,,2007,German Footbag Championships 2007,2007_german,2007-06-29,2007-06-30,Aachen,North Rhine-Westphalia,Germany,TSK Aachen e.V.,completed,,MIRROR|POST1997
2007_lhivernal_windchill,,2007,"L'Hivernal 2007, The 2007 Windchill",2007_lhivernal_windchill,2007-03-31,2007-04-01,Montreal,Quebec,Canada,Association Québécoise de Footbag,completed,,MIRROR|POST1997
2007_springjam,,2007,Montreal Spring Jam 2,2007_springjam,2007-06-01,2007-06-03,Montreal,Quebec,Canada,,completed,,MIRROR|POST1997
2007_rnh_contest,,2007,RNH Contest 2007,2007_rnh_contest,2007-01-20,2007-01-21,Paris,Île-de-France,France,Rien N'est Hacky - RNH Footbag,completed,,MIRROR|POST1997
2007_russian,,2007,Russian Footbag Freestyle Jam,2007_russian,2007-10-27,2007-10-28,Saint Petersburg,,Russia,RFA (Russian Footbag Association),completed,,MIRROR|POST1997
2007_santa_cruz_soul,,2007,Santa Cruz Soul Jam,2007_santa_cruz_soul,2007-05-05,2007-05-06,Santa Cruz,California,United States,Santa Cruz Footbag Club,completed,,MIRROR|POST1997
2007_shercle_session_3,,2007,Shercle Session #3 - Estonian Footbag Camp,2007_shercle_session_3,2007-02-24,2007-02-24,Vinni,Harjumaa,Estonia,Tallinn Footbag Club,no_results,,MIRROR|POST1997
2007_shredmonton_assembly,,2007,ShrEdmonton Freestyle Assembly 2007,2007_shredmonton_assembly,2007-06-22,2007-06-24,Edmonton,Alberta,Canada,Edmonton Footbag Club,completed,,MIRROR|POST1997
2007_texas_statewide,,2007,Texas Statewide Footbag Tournament 2007,2007_texas_statewide,2007-10-13,2007-10-14,Austin,Texas,United States,Austin Style Footbag Club - Texas Footbag League,completed,,MIRROR|POST1997
2007_hackrifice,,2007,The 9th Hackrifice Open 2007,2007_hackrifice,2007-09-29,2007-09-30,Winnipeg,Manitoba,Canada,Hackrifice,completed,,MIRROR|POST1997
2007_green_chaos,,2007,The Green Cup 2007 - Presented By Chaos,2007_green_chaos,2007-05-26,2007-05-28,San Francisco,California,United States,Chaos Footbag Club,completed,,MIRROR|POST1997
2007_todexon_8,,2007,Todexon 8,2007_todexon_8,2007-04-05,2007-04-08,Prague,,Czech Republic,Czech Footbag Association,completed,,MIRROR|POST1997
2007_zocha,,2007,Zocha Jam 2007,2007_zocha,2007-12-08,2007-12-09,Wrocław,Lower Silesian,Poland,PSF Polish Footbag Association,completed,,MIRROR|POST1997
2008_de_france_de,,2008,10e Open de France de Footbag,2008_de_france_de,2008-10-31,2008-11-02,Paris,Île-de-France,France,Rien N'est Hacky - RNH Footbag,completed,,MIRROR|POST1997
2008_eurochamp_montpellier,,2008,10th Annual IFPA European Footbag Championships,2008_eurochamp_montpellier,2008-07-03,2008-07-06,Montpellier,Occitanie,France,Icarus Footbag,completed,,MIRROR|POST1997
2008_worlds_prague,,2008,2008 IFPA WORLD FOOTBAG CHAMPIONSHIPS,2008_worlds_prague,2008-08-10,2008-08-17,Prague,,Czech Republic,Czech Footbag Association,completed,,MIRROR|POST1997
2008_southern,,2008,2008 Southern Regional Footbag Championships,2008_southern,2008-05-17,2008-05-17,Houston,Texas,United States,Houston Skyliners Footbag Club,completed,,MIRROR|POST1997
2008_midwest,,2008,24th Annual Midwest Regional Footbag Championships,2008_midwest,2008-07-05,2008-07-06,Chicago,Illinois,United States,MIDWEST FOOTBAG ASSOCIATION,completed,,MIRROR|POST1997
2008_south_american,,2008,2nd IFPA South American Footbag Championships,2008_south_american,2008-12-18,2008-12-21,San Cristóbal,Táchira,Venezuela,Footbag Táchira Venezuela,completed,,MIRROR|POST1997
2008_jfk_jyvaskyla_2,,2008,5th Annual JFK Net Battle,2008_jfk_jyvaskyla_2,2008-05-17,2008-05-18,Jyväskylä,Central Finland,Finland,"Jyväskylän Footbag-klubi, JFK",completed,,MIRROR|POST1997
2008_polish,,2008,8th Annual Polish Footbag Championships 2008,2008_polish,2008-09-20,2008-09-21,Warsaw,Masovian,Poland,PSF Polish Footbag Association,completed,,MIRROR|POST1997
2008_turku,,2008,9th Annual Turku Open,2008_turku,2008-07-26,2008-07-27,Turku,Southwest Finland,Finland,Footcraft,completed,,MIRROR|POST1997
2008_commalamaison_contest,,2008,CommALaMaison Contest 2008,2008_commalamaison_contest,2008-03-01,2008-03-01,Paris,Île-de-France,France,Rien N'est Hacky - RNH Footbag,completed,,MIRROR|POST1997
2008_czech,,2008,Czech Footbag Championships,2008_czech,2008-12-20,2008-12-20,Prague,,Czech Republic,Czech Footbag Association,completed,,MIRROR|POST1997
2008_eastregion,,2008,East Coast Footbag Championships,2008_eastregion,2008-09-27,2008-09-28,Silver Spring,Maryland,United States,D.C. All-Stars,completed,,MIRROR|POST1997
2008_fc_footstars_anniversary,,2008,FC Footstar's 10th anniversary,2008_fc_footstars_anniversary,2008-01-12,2008-01-13,Berlin,,Germany,FC Footstar Berlin e.V.,completed,,MIRROR|POST1997
2008_finnish_helsinki,,2008,Finnish Footbag Championships,2008_finnish_helsinki,2008-12-20,2008-12-20,Helsinki,Uusimaa,Finland,Suomen Footbag Liitto ry. (Finnish Footbag Association),completed,,MIRROR|POST1997
2008_finnish_naantali,,2008,Finnish Footbag Singles Net Championships,2008_finnish_naantali,2008-12-05,2008-12-06,Naantali,Southwest Finland,Finland,Footcraft,completed,,MIRROR|POST1997
2008_french,,2008,French Footbag Championships 2008,2008_french,2008-06-13,2008-06-14,Marseille,Provence-Alpes-Côte d'Azur,France,Icarus Footbag,completed,,MIRROR|POST1997
2008_funtastik_summer,,2008,Funtastik Summer Classic Footbag Tournament,2008_funtastik_summer,2008-08-30,2008-09-01,Harrisburg,Pennsylvania,United States,,completed,,MIRROR|POST1997
2008_greater_rochester_area,,2008,Greater Rochester Area Shred Symposium 2008,2008_greater_rochester_area,2008-04-18,2008-04-20,Rochester,New York,United States,The Rochester Footbag Association,completed,,MIRROR|POST1997
2008_jfk_jyvaskyla_3,,2008,JFK Fall Fury,2008_jfk_jyvaskyla_3,2008-10-18,2008-10-18,Jyväskylä,Central Finland,Finland,"Jyväskylän Footbag-klubi, JFK",completed,,MIRROR|POST1997
2008_jfk_jyvaskyla,,2008,JFK March Mayhem,2008_jfk_jyvaskyla,2008-03-01,2008-03-02,Jyväskylä,Central Finland,Finland,"Jyväskylän Footbag-klubi, JFK",completed,,MIRROR|POST1997
2008_memphicago_kick_volley,,2008,Memphicago Kick Volley Challenge 1,2008_memphicago_kick_volley,2008-08-17,2008-08-17,Salem,Illinois,United States,Memphis Footworks,completed,,MIRROR|POST1997
2008_springjam,,2008,Montreal Spring Jam 3,2008_springjam,2008-06-13,2008-06-15,Montreal,Quebec,Canada,,completed,,MIRROR|POST1997
2008_phoenix,,2008,Phoenix Open,2008_phoenix,2008-01-19,2008-01-21,Phoenix,Arizona,United States,AIR-A-ZONA FOOTBAG NET CLUB,completed,,MIRROR|POST1997
2008_rnh_contest,,2008,RNH Contest 2008,2008_rnh_contest,2008-04-26,2008-04-27,Paris,Île-de-France,France,Rien N'est Hacky - RNH Footbag,completed,,MIRROR|POST1997
2008_second_nyfa_symposium,,2008,Second Annual NYFA Freestyle Symposium,2008_second_nyfa_symposium,2008-07-25,2008-07-27,New York,,United States,New York Footbag Association,completed,,MIRROR|POST1997
2008_shredmonton_assembly,,2008,ShrEdmonton Freestyle Assembly 2008,2008_shredmonton_assembly,2008-06-27,2008-06-29,Edmonton,Alberta,Canada,Edmonton Footbag Club,completed,,MIRROR|POST1997
2008_shred_for_savvy,,2008,Shred for Savvy,2008_shred_for_savvy,2008-03-22,2008-03-22,College Park,Maryland,United States,D.C. All-Stars,no_results,,MIRROR|POST1997
2008_socali_08,,2008,SoCali Jam 08,2008_socali_08,2008-02-15,2008-02-18,San Diego,California,United States,,completed,,MIRROR|POST1997
2008_southeastern,,2008,Southeastern Net Championships,2008_southeastern,2008-04-05,2008-04-06,Memphis,Tennessee,United States,Memphis Footworks,completed,,MIRROR|POST1997
2008_texas_statewide,,2008,Texas Statewide Tournament 2008,2008_texas_statewide,2008-10-18,2008-10-19,Austin,Texas,United States,Austin Style Footbag Club - Texas Footbag League,completed,,MIRROR|POST1997
2008_hackrifice,,2008,The 10th Annual Hackrifice Open Footbag Championship,2008_hackrifice,2008-09-19,2008-09-21,Winnipeg,Manitoba,Canada,Hackrifice,completed,,MIRROR|POST1997
2008_green_chaos,,2008,The 2008 Green Cup Presented by Chaos,2008_green_chaos,2008-05-24,2008-05-26,San Francisco,California,United States,Chaos Footbag Club,completed,,MIRROR|POST1997
2008_pro_kicker_montreal,,2008,The 2008 Pro Kicker Montreal Footbag Championships,2008_pro_kicker_montreal,2008-07-18,2008-07-20,Montreal,Quebec,Canada,Association Québécoise de Footbag,completed,,MIRROR|POST1997
2008_pro_kicker_windchill,,2008,The 2008 Pro Kicker Windchill,2008_pro_kicker_windchill,2008-04-12,2008-04-13,Montreal,Quebec,Canada,Association Québécoise de Footbag,completed,,MIRROR|POST1997
2008_second_city_clck,,2008,The 2008 Second City Cup presented by CLCK,2008_second_city_clck,2008-09-20,2008-09-21,Chicago,Illinois,United States,Chicago Lake Coast Kickers,completed,,MIRROR|POST1997
2008_windy_city,,2008,The 2008 Windy City Cup,2008_windy_city,2008-06-13,2008-06-15,Chicago,Illinois,United States,Chicago Lake Coast Kickers,completed,,MIRROR|POST1997
2008_todexon_9,,2008,Todexon 9,2008_todexon_9,2008-03-15,2008-03-15,Prague,,Czech Republic,Czech Footbag Association,completed,,MIRROR|POST1997
2008_usopen_portland,,2008,U.S. Open Footbag Championships,2008_usopen_portland,2008-07-12,2008-07-13,Portland,Oregon,United States,Sole Purpose,completed,,MIRROR|POST1997
2008_zocha,,2008,Zocha Jam 2008,2008_zocha,2008-12-06,2008-12-07,Wrocław,Lower Silesian,Poland,PSF Polish Footbag Association,completed,,MIRROR|POST1997
2009_mud_island_belt,,2009,"""The Mud Island Belt"" 2009 presented by Memphis Footworks",2009_mud_island_belt,2009-04-18,2009-04-19,Memphis,Tennessee,United States,Memphis Footworks,completed,,MIRROR|POST1997
2009_eurochamp_strzelin,,2009,11th Annual IFPA European Footbag Championships - Strzelin,2009_eurochamp_strzelin,2009-06-26,2009-06-28,Strzelin,Lower Silesian,Poland,DST Footbag Club Strzelin,completed,,MIRROR|POST1997
2009_east_coast,,2009,2009 East-Coast Footbag Championships,2009_east_coast,2009-10-03,2009-10-04,College Park,Maryland,United States,D.C. All-Stars,completed,,MIRROR|POST1997
2009_french,,2009,2009 French Footbag Championships,2009_french,2009-06-13,2009-06-14,Nantes,Pays de la Loire,France,,completed,,MIRROR|POST1997
2009_green_chaos,,2009,2009 Green Cup Presented by Chaos,2009_green_chaos,2009-05-23,2009-05-25,San Francisco,California,United States,Chaos Footbag Club,completed,,MIRROR|POST1997
2009_southern,,2009,2009 Southern Regional Footbag Championships,2009_southern,2009-05-16,2009-05-17,Houston,Texas,United States,Houston Skyliners Footbag Club,completed,,MIRROR|POST1997
2009_usopen_portland,,2009,2009 U.S. Open Footbag Net Championships,2009_usopen_portland,2009-06-20,2009-06-21,Portland,Oregon,United States,NPR,completed,,MIRROR|POST1997
2009_usopen_vancouver,,2009,2009 U.S. Open Freestyle Footbag Championships,2009_usopen_vancouver,2009-07-11,2009-07-12,Vancouver,Washington,United States,Sole Purpose,completed,,MIRROR|POST1997
2009_windy_city_clck,,2009,2009 Windy City Cup presented by CLCK,2009_windy_city_clck,2009-06-12,2009-06-14,Chicago,Illinois,United States,Chicago Lake Coast Kickers,completed,,MIRROR|POST1997
2009_winter_buce_league,,2009,2009 Winter Buce League,2009_winter_buce_league,2009-05-03,2009-05-03,Sydney,New South Wales,Australia,,no_results,,MIRROR|POST1997
2009_vancouver,,2009,22nd Annual Vancouver Open Footbag Tournament,2009_vancouver,2009-08-15,2009-08-16,Vancouver,British Columbia,Canada,Kitsilano Footbag Association,completed,,MIRROR|POST1997
2009_midwest_new_years,,2009,25th Midwest Regionals Tournament & New Year's Jam,2009_midwest_new_years,2009-12-27,2009-12-28,Chicago,Illinois,United States,MIDWEST FOOTBAG ASSOCIATION,completed,,MIRROR|POST1997
2009_worlds_berlin,,2009,30th Annual IFPA WORLD FOOTBAG CHAMPIONSHIPS,2009_worlds_berlin,2009-07-19,2009-07-26,Berlin,,Germany,FC Footstar Berlin e.V.,completed,,MIRROR|POST1997
2009_footbagjam_lausanne,,2009,6# Swiss Footbag Open,2009_footbagjam_lausanne,2009-09-18,2009-09-20,Lausanne,Vaud,Switzerland,Les Pieds à Gilles,completed,,MIRROR|POST1997
2009_footbagjam_warsaw,,2009,6th Annual Wilanow Footbag Open 2009,2009_footbagjam_warsaw,2009-10-10,2009-10-11,Warsaw,Masovian,Poland,WSF Warsaw Footbag Association,completed,,MIRROR|POST1997
2009_austrian,,2009,Austrian Footbag Championships 2009,2009_austrian,2009-08-07,2009-08-09,Wiener Neustadt,Lower Austria,Austria,AUTsiders,completed,,MIRROR|POST1997
2009_end_winter,,2009,End of Winter Jam,2009_end_winter,2009-04-18,2009-04-19,Wrocław,Lower Silesian,Poland,PSF Polish Footbag Association,completed,,MIRROR|POST1997
2009_finnish,,2009,Finnish Footbag Championships,2009_finnish,2009-12-11,2009-12-13,Naantali,Southwest Finland,Finland,Footcraft,completed,,MIRROR|POST1997
2009_footbagjam_stara_zagora,,2009,Footbag Open Meeting,2009_footbagjam_stara_zagora,2009-12-12,2009-12-13,Stara Zagora,,Bulgaria,Urban Komba,completed,,MIRROR|POST1997
2009_footbagjam_frankfurt,,2009,Frankfurt Footbag Open - *Bembel Cup 2009*,2009_footbagjam_frankfurt,2009-07-11,2009-07-12,Frankfurt,Hesse,Germany,SG Frankfurt Footbag e.V.,completed,,MIRROR|POST1997
2009_frisbee_fest,,2009,Frisbee Footbag Fest,2009_frisbee_fest,2009-05-09,2009-05-11,Moscow,,Russia,Footbag Empire,completed,,MIRROR|POST1997
2009_funtastik_summer,,2009,Funtastik Summer Classic,2009_funtastik_summer,2009-09-05,2009-09-07,Harrisburg,Pennsylvania,United States,,completed,,MIRROR|POST1997
2009_german,,2009,German Footbag Championships 2009,2009_german,2009-12-05,2009-12-06,Hamburg,,Germany,Hamburg Footkings e.V.,completed,,MIRROR|POST1997
2009_helsinki,,2009,Helsinki Open 2009,2009_helsinki,2009-06-13,2009-06-14,Helsinki,Uusimaa,Finland,Suomen Footbag Liitto ry. (Finnish Footbag Association),completed,,MIRROR|POST1997
2009_south_american,,2009,IFPA South American Championships,2009_south_american,2009-12-17,2009-12-21,Bogotá,Cundinamarca,Colombia,Fundación Footbag Colombia - IFC,completed,,MIRROR|POST1997
2009_s_montreal_09,,2009,IFPA's Montreal Open 09 : Footbag Freestyle,2009_s_montreal_09,2009-06-12,2009-06-14,Montreal,Quebec,Canada,,completed,,MIRROR|POST1997
2009_jfk_jyvaskyla,,2009,JFK March Mayhem,2009_jfk_jyvaskyla,2009-03-21,2009-03-22,Jyväskylä,Central Finland,Finland,"Jyväskylän Footbag-klubi, JFK",completed,,MIRROR|POST1997
2009_jfk_jyvaskyla_2,,2009,JFK Net Battle,2009_jfk_jyvaskyla_2,2009-05-23,2009-05-24,Jyväskylä,Central Finland,Finland,"Jyväskylän Footbag-klubi, JFK",completed,,MIRROR|POST1997
2009_kick_volley_01,,2009,Kick Volley 01,2009_kick_volley_01,2009-03-21,2009-03-22,Montréal,Quebec,Canada,Association Québécoise de Footbag,completed,,MIRROR|POST1997
2009_montreal_end_summer,,2009,Montreal End-of-Summer Jam 1,2009_montreal_end_summer,2009-09-11,2009-09-13,Montreal,Quebec,Canada,Aki Freestyle Montréal,completed,,MIRROR|POST1997
2009_montreals_first_single,,2009,"Montreal's 2009 First Single Net Footbag Championships, presented by AKIQ",2009_montreals_first_single,2009-01-17,2009-01-17,Montreal,Quebec,Canada,Aki Québec,completed,,MIRROR|POST1997
2009_phoenix,,2009,Phoenix Open 2009,2009_phoenix,2009-01-17,2009-01-19,Chandler,Arizona,United States,AIR-A-ZONA FOOTBAG NET CLUB,completed,,MIRROR|POST1997
2009_polish,,2009,Polish Footbag Championships 2009,2009_polish,2009-08-21,2009-08-23,Białystok,Podlaskie,Poland,Pasikonik BFT,completed,,MIRROR|POST1997
2009_prague,,2009,Prague Net Open,2009_prague,2009-11-20,2009-11-22,Prague,,Czech Republic,Czech Footbag Association,completed,,MIRROR|POST1997
2009_rnh_contest,,2009,RNH Contest 2009,2009_rnh_contest,2009-04-18,2009-04-19,Paris,Île-de-France,France,Rien N'est Hacky - RNH Footbag,completed,,MIRROR|POST1997
2009_texas_statewide,,2009,Texas Statewide 2009,2009_texas_statewide,2009-10-24,2009-10-25,Austin,Texas,United States,Austin Style Footbag Club - Texas Footbag League,completed,,MIRROR|POST1997
2009_australian_national,,2009,The 7th Australian National Footbag Championships,2009_australian_national,2009-04-17,2009-04-19,Sydney,New South Wales,Australia,Sydney Freestyle,completed,,MIRROR|POST1997
2009_akisphere,,2009,"The AkiSphere 2009, presented by AKIQ (Montreal Net)",2009_akisphere,2009-07-03,2009-07-05,Montreal,Quebec,Canada,Aki Québec,completed,,MIRROR|POST1997
2009_todexon_10,,2009,Todexon 10,2009_todexon_10,2009-03-27,2009-03-29,Prague,,Czech Republic,Czech Footbag Association,completed,,MIRROR|POST1997
2009_turku,,2009,Turku Open 2009,2009_turku,2009-07-04,2009-07-05,Turku,Southwest Finland,Finland,Footcraft,completed,,MIRROR|POST1997
2009_pro_copa_pro,,2009,X-PRO Cup (Copa X-PRO),2009_pro_copa_pro,2009-09-19,2009-09-20,Caracas,Capital District,Venezuela,X-PRO,completed,,MIRROR|POST1997
2009_zocha,,2009,Zocha Jam 2009,2009_zocha,2009-12-05,2009-12-06,Wrocław,Lower Silesian,Poland,PSF Polish Footbag Association,completed,,MIRROR|POST1997
2010_bembel,,2010,*Bembel Cup 2010*,2010_bembel,2010-08-28,2010-08-29,Düsseldorf,North Rhine-Westphalia,Germany,SG Frankfurt Footbag e.V.,completed,,MIRROR|POST1997
2010_polish,,2010,10th Annual Polish Footbag Championships 2010,2010_polish,2010-08-06,2010-08-08,Katowice,Silesian,Poland,WSF Warsaw Footbag Association,completed,,MIRROR|POST1997
2010_swiss,,2010,10th Swiss Footbag Championships,2010_swiss,2010-09-11,2010-09-12,Lucerne,,Switzerland,Swirl Pool,completed,,MIRROR|POST1997
2010_de_france_de,,2010,11e Open de France de Footbag,2010_de_france_de,2010-02-26,2010-02-28,Paris,Île-de-France,France,Rien N'est Hacky - RNH Footbag,completed,,MIRROR|POST1997
2010_german,,2010,12th Annual German Footbag Championships,2010_german,2010-11-13,2010-11-14,Berlin,,Germany,FC Footstar Berlin e.V.,completed,,MIRROR|POST1997
2010_eurochamp_brussels,,2010,12th Annual IFPA European Footbag Championships - Brussels,2010_eurochamp_brussels,2010-06-25,2010-06-27,Brussels,Brussels Capital Region,Belgium,Brussels Footbag Club,completed,,MIRROR|POST1997
2010_1era_copa_venezuela,,2010,1era COPA VENEZUELA,2010_1era_copa_venezuela,2010-09-18,2010-09-19,Caracas,Miranda,Venezuela,X-PRO,completed,,MIRROR|POST1997
2010_eastregion,,2010,2010 East Coast Footbag Championships,2010_eastregion,2010-05-22,2010-05-23,College Park,Maryland,United States,D.C. All-Stars,completed,,MIRROR|POST1997
2010_green_chaos,,2010,2010 Green Cup Presented by Chaos,2010_green_chaos,2010-07-24,2010-07-28,Lake Tahoe,California,United States,Chaos Footbag Club,completed,,MIRROR|POST1997
2010_mud_island_belt,,2010,2010 Mud Island Belt Presented by Memphis Footworks,2010_mud_island_belt,2010-04-10,2010-04-11,Memphis,Tennessee,United States,Memphis Footworks,completed,,MIRROR|POST1997
2010_nyj_midwest,,2010,2010 NYJ/Midwest Regionals Footbag Championships,2010_nyj_midwest,2010-12-18,2010-12-20,Chicago,Illinois,United States,MIDWEST FOOTBAG ASSOCIATION,completed,,MIRROR|POST1997
2010_southern,,2010,2010 Southern Regional Footbag Championships,2010_southern,2010-05-01,2010-05-02,Houston,Texas,United States,Houston Skyliners Footbag Club,completed,,MIRROR|POST1997
2010_usopen_portland,,2010,2010 U.S. Open Footbag Net Championships,2010_usopen_portland,2010-06-26,2010-06-27,Portland,Oregon,United States,NPR,completed,,MIRROR|POST1997
2010_copa_pro,,2010,2da. Copa X-PRO,2010_copa_pro,2010-11-20,2010-11-21,Caracas,Capital District,Venezuela,X-PRO,completed,,MIRROR|POST1997
2010_worlds_oakland,,2010,31st IFPA WORLD FOOTBAG CHAMPIONSHIPS,2010_worlds_oakland,2010-08-01,2010-08-07,Oakland,California,United States,,completed,,MIRROR|POST1997
2010_windy_city,,2010,3rd Annual Windy City Cup,2010_windy_city,2010-06-19,2010-06-20,Chicago,Illinois,United States,Chicago Lake Coast Kickers,completed,,MIRROR|POST1997
2010_nyfa_symposium,,2010,4th Annual NYFA Freestyle and Net Symposium,2010_nyfa_symposium,2010-05-29,2010-05-31,New York,,United States,New York Footbag Association,completed,,MIRROR|POST1997
2010_campeonato_suramericano_de,,2010,4to Campeonato Suramericano de Footbag,2010_campeonato_suramericano_de,2010-12-18,2010-12-21,Caracas,Capital District,Venezuela,X-PRO,completed,,MIRROR|POST1997
